case,n,m,metric,profile,method,steps,group,scalar_mobius_xor,scalar_component_xor,scalar_elimination_xor,scalar_coefficient_updates,scalar_rollback_xor,scalar_degree_checks,pivot_checks,delta_candidates,delta_coefficients,word_mobius_xor,word_component_xor,word_elimination_xor,word_coefficient_updates,word_rollback_xor,word_degree_checks,top_guard_checks,top_guard_kept,top_guard_fallback,degree_drops,scalar_guard_checks,scalar_guard_kept,scalar_guard_fallback,scalar_degree_drops
random_n04_06,4,4,max,high,reference-proposed,8960,random,0,0,0,234115,0,23540,0,182980,103740,0,0,0,0,0,0,0,0,0,0,27668,13000,5585,1623
random_n04_06,4,4,spectrum,natural,reference,3584,random,458752,1835008,0,0,0,860160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_06,4,4,spectrum,natural,reference-proposed,3584,random,0,0,0,167552,0,31659,0,36792,20944,0,0,0,0,0,0,0,0,0,0,40419,19252,7567,1852
random_n04_06,4,4,spectrum,high,reference,3712,random,475136,1900544,0,0,0,890880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_06,4,4,spectrum,high,reference-proposed,3712,random,0,0,0,343824,0,33908,0,75806,42978,0,0,0,0,0,0,0,0,0,0,40935,19467,8220,2009
random_n04_07,4,4,min,static,reference,7808,random,999424,3997696,0,0,0,1873920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_07,4,4,min,static,reference-proposed,7808,random,999424,0,124928,0,0,0,109312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_07,4,4,max,natural,reference,8064,random,1032192,0,0,0,0,516096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_07,4,4,max,natural,reference-proposed,8064,random,0,0,0,91299,0,19364,0,79695,42777,0,0,0,0,0,0,0,0,0,0,23823,11331,4762,1120
random_n04_07,4,4,max,high,reference,8960,random,1146880,0,0,0,0,573440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_07,4,4,max,high,reference-proposed,8960,random,0,0,0,209473,0,18783,0,182980,103740,0,0,0,0,0,0,0,0,0,0,25472,12469,4853,790
random_n04_07,4,4,spectrum,natural,reference,3584,random,458752,1835008,0,0,0,860160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_07,4,4,spectrum,natural,reference-proposed,3584,random,0,0,0,152096,0,32858,0,35420,19012,0,0,0,0,0,0,0,0,0,0,39623,18728,7979,1966
random_n04_07,4,4,spectrum,high,reference,3712,random,475136,1900544,0,0,0,890880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_07,4,4,spectrum,high,reference-proposed,3712,random,0,0,0,343824,0,33450,0,75806,42978,0,0,0,0,0,0,0,0,0,0,41124,19780,8136,1781
random_n04_08,4,4,min,static,reference,7808,random,999424,3997696,0,0,0,1873920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_08,4,4,min,static,reference-proposed,7808,random,999424,0,249856,0,0,0,148352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_08,4,4,max,natural,reference,8064,random,1032192,0,0,0,0,516096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_08,4,4,max,natural,reference-proposed,8064,random,0,0,0,97198,0,19414,0,85113,45927,0,0,0,0,0,0,0,0,0,0,23968,11309,4720,1139
random_n04_08,4,4,max,high,reference,8960,random,1146880,0,0,0,0,573440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_08,4,4,max,high,reference-proposed,8960,random,0,0,0,221210,0,21308,0,182980,103740,0,0,0,0,0,0,0,0,0,0,26745,12582,5311,1211
random_n04_08,4,4,spectrum,natural,reference,3584,random,458752,1835008,0,0,0,860160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_08,4,4,spectrum,natural,reference-proposed,3584,random,0,0,0,163296,0,32326,0,37828,20412,0,0,0,0,0,0,0,0,0,0,39937,18839,7910,1923
random_n04_08,4,4,spectrum,high,reference,3712,random,475136,1900544,0,0,0,890880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_08,4,4,spectrum,high,reference-proposed,3712,random,0,0,0,343824,0,32918,0,75806,42978,0,0,0,0,0,0,0,0,0,0,41429,19726,8197,1773
random_n04_09,4,4,min,static,reference,7808,random,999424,3997696,0,0,0,1873920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_09,4,4,min,static,reference-proposed,7808,random,999424,0,0,0,0,0,148352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_09,4,4,max,natural,reference,8064,random,1032192,0,0,0,0,516096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_09,4,4,max,natural,reference-proposed,8064,random,0,0,0,99810,0,18646,0,82845,47061,0,0,0,0,0,0,0,0,0,0,24628,11528,4404,1153
random_n04_09,4,4,max,high,reference,8960,random,1146880,0,0,0,0,573440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_09,4,4,max,high,reference-proposed,8960,random,0,0,0,209143,0,21005,0,182980,103740,0,0,0,0,0,0,0,0,0,0,24907,11916,4991,1172
random_n04_09,4,4,spectrum,natural,reference,3584,random,458752,1835008,0,0,0,860160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_09,4,4,spectrum,natural,reference-proposed,3584,random,0,0,0,167328,0,31047,0,36820,20916,0,0,0,0,0,0,0,0,0,0,41153,19443,7321,1908
random_n04_09,4,4,spectrum,high,reference,3712,random,475136,1900544,0,0,0,890880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n04_09,4,4,spectrum,high,reference-proposed,3712,random,0,0,0,343824,0,32975,0,75806,42978,0,0,0,0,0,0,0,0,0,0,41040,19761,8274,1661
random_n05_00,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_00,5,5,min,static,reference-proposed,2816,random,1126400,0,450560,0,0,0,67584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_00,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_00,5,5,max,natural,reference-proposed,6400,random,0,0,0,150491,0,13607,0,94250,58650,0,0,0,0,0,0,0,0,0,0,25864,12590,3326,522
random_n05_00,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_00,5,5,max,high,reference-proposed,5760,random,0,0,0,344582,0,12544,0,224820,143820,0,0,0,0,0,0,0,0,0,0,21104,10225,3155,453
random_n05_00,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_00,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,300288,0,27510,0,30160,18768,0,0,0,0,0,0,0,0,0,0,51320,25077,6629,1063
random_n05_00,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_00,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,25198,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43904,21443,6335,895
random_n05_01,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_01,5,5,min,static,reference-proposed,2816,random,1126400,0,270336,0,0,0,61952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_01,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_01,5,5,max,natural,reference-proposed,6400,random,0,0,0,172453,0,12202,0,102300,67800,0,0,0,0,0,0,0,0,0,0,26153,12798,2878,526
random_n05_01,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_01,5,5,max,high,reference-proposed,5760,random,0,0,0,380336,0,14011,0,224820,143820,0,0,0,0,0,0,0,0,0,0,23169,11325,3313,586
random_n05_01,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_01,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,347136,0,24701,0,32736,21696,0,0,0,0,0,0,0,0,0,0,52901,25821,5911,1036
random_n05_01,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_01,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,25534,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43767,21454,6301,917
random_n05_02,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_02,5,5,min,static,reference-proposed,2816,random,1126400,0,270336,0,0,0,67584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_02,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_02,5,5,max,natural,reference-proposed,6400,random,0,0,0,155635,0,12500,0,96750,60350,0,0,0,0,0,0,0,0,0,0,26183,12891,3124,501
random_n05_02,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_02,5,5,max,high,reference-proposed,5760,random,0,0,0,397775,0,13691,0,224820,143820,0,0,0,0,0,0,0,0,0,0,24282,11907,3463,542
random_n05_02,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_02,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,308992,0,24812,0,30960,19312,0,0,0,0,0,0,0,0,0,0,51964,25571,6244,954
random_n05_02,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_02,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,25076,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43841,21431,6321,921
random_n05_03,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_03,5,5,min,static,reference-proposed,2816,random,1126400,0,270336,0,0,0,87296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_03,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_03,5,5,max,natural,reference-proposed,6400,random,0,0,0,164142,0,13957,0,102150,62950,0,0,0,0,0,0,0,0,0,0,25899,12702,3461,565
random_n05_03,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_03,5,5,max,high,reference-proposed,5760,random,0,0,0,406530,0,13977,0,224820,143820,0,0,0,0,0,0,0,0,0,0,24918,12307,3451,498
random_n05_03,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_03,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,322304,0,27360,0,32688,20144,0,0,0,0,0,0,0,0,0,0,50693,24904,6884,980
random_n05_03,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_03,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,25437,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43730,21444,6313,915
random_n05_04,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_04,5,5,min,static,reference-proposed,2816,random,1126400,0,450560,0,0,0,67584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_04,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_04,5,5,max,natural,reference-proposed,6400,random,0,0,0,158462,0,14766,0,104250,60950,0,0,0,0,0,0,0,0,0,0,24801,12222,3806,480
random_n05_04,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_04,5,5,max,high,reference-proposed,5760,random,0,0,0,362604,0,12601,0,224820,143820,0,0,0,0,0,0,0,0,0,0,22249,10957,3186,386
random_n05_04,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_04,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,312064,0,29946,0,33360,19504,0,0,0,0,0,0,0,0,0,0,49214,24079,7665,1024
random_n05_04,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_04,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,24887,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43974,21515,6295,862
random_n05_05,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_05,5,5,min,static,reference-proposed,2816,random,1126400,0,540672,0,0,0,61952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_05,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_05,5,5,max,natural,reference-proposed,6400,random,0,0,0,148557,0,14290,0,92900,57200,0,0,0,0,0,0,0,0,0,0,25465,12479,3648,503
random_n05_05,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_05,5,5,max,high,reference-proposed,5760,random,0,0,0,353261,0,12647,0,224820,143820,0,0,0,0,0,0,0,0,0,0,21602,10492,3159,510
random_n05_05,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_05,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,292864,0,28616,0,29728,18304,0,0,0,0,0,0,0,0,0,0,49997,24504,7243,1021
random_n05_05,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_05,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,25657,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43818,21329,6371,975
random_n05_06,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_06,5,5,min,static,reference-proposed,2816,random,1126400,0,90112,0,0,0,84480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_06,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_06,5,5,max,natural,reference-proposed,6400,random,0,0,0,160730,0,14122,0,100100,62000,0,0,0,0,0,0,0,0,0,0,25744,12631,3600,507
random_n05_06,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_06,5,5,max,high,reference-proposed,5760,random,0,0,0,361974,0,12993,0,224820,143820,0,0,0,0,0,0,0,0,0,0,22265,10735,3312,456
random_n05_06,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_06,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,317440,0,27742,0,32032,19840,0,0,0,0,0,0,0,0,0,0,50473,24765,6977,1026
random_n05_06,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_06,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,24804,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43874,21499,6317,856
random_n05_07,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_07,5,5,min,static,reference-proposed,2816,random,1126400,0,180224,0,0,0,73216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_07,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_07,5,5,max,natural,reference-proposed,6400,random,0,0,0,164189,0,14324,0,97300,63600,0,0,0,0,0,0,0,0,0,0,26011,12657,3349,550
random_n05_07,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_07,5,5,max,high,reference-proposed,5760,random,0,0,0,300383,0,10102,0,224820,143820,0,0,0,0,0,0,0,0,0,0,18429,9107,2632,349
random_n05_07,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_07,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,325632,0,27751,0,31136,20352,0,0,0,0,0,0,0,0,0,0,51452,25175,6566,1026
random_n05_07,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_07,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,24750,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43853,21515,6274,883
random_n05_08,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_08,5,5,min,static,reference-proposed,2816,random,1126400,0,360448,0,0,0,98560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_08,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_08,5,5,max,natural,reference-proposed,6400,random,0,0,0,153167,0,14938,0,98700,58900,0,0,0,0,0,0,0,0,0,0,24986,12299,3812,519
random_n05_08,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_08,5,5,max,high,reference-proposed,5760,random,0,0,0,352430,0,12539,0,224820,143820,0,0,0,0,0,0,0,0,0,0,21833,10531,3130,452
random_n05_08,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_08,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,301568,0,29395,0,31584,18848,0,0,0,0,0,0,0,0,0,0,49227,24225,7555,987
random_n05_08,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_08,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,25103,0,69944,44744,0,0,0,0,0,0,0,0,0,0,44037,21493,6243,936
random_n05_09,5,5,min,static,reference,2816,random,1126400,7208960,0,0,0,2793472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_09,5,5,min,static,reference-proposed,2816,random,1126400,0,450560,0,0,0,67584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_09,5,5,max,natural,reference,6400,random,2560000,0,0,0,0,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_09,5,5,max,natural,reference-proposed,6400,random,0,0,0,158498,0,12525,0,95950,61750,0,0,0,0,0,0,0,0,0,0,25970,12790,3101,498
random_n05_09,5,5,max,high,reference,5760,random,2304000,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_09,5,5,max,high,reference-proposed,5760,random,0,0,0,407140,0,13851,0,224820,143820,0,0,0,0,0,0,0,0,0,0,25047,12270,3584,434
random_n05_09,5,5,spectrum,natural,reference,2048,random,819200,5242880,0,0,0,2031616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_09,5,5,spectrum,natural,reference-proposed,2048,random,0,0,0,316160,0,25606,0,30704,19760,0,0,0,0,0,0,0,0,0,0,52067,25461,6274,1033
random_n05_09,5,5,spectrum,high,reference,1792,random,716800,4587520,0,0,0,1777664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n05_09,5,5,spectrum,high,reference-proposed,1792,random,0,0,0,715904,0,24839,0,69944,44744,0,0,0,0,0,0,0,0,0,0,43923,21576,6280,816
random_n06_00,6,6,min,static,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_00,6,6,min,static,reference-proposed,1152,random,1327104,0,442368,0,0,0,36864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_00,6,6,max,natural,reference,4992,random,5750784,0,0,0,0,1916928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_00,6,6,max,natural,reference-proposed,4992,random,0,0,0,251334,0,10610,0,122616,82056,0,0,0,0,0,0,0,0,0,0,24862,12236,2703,246
random_n06_00,6,6,max,high,reference,3456,random,3981312,0,0,0,0,1327104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_00,6,6,max,high,reference-proposed,3456,random,0,0,0,587250,0,7182,0,258822,183546,0,0,0,0,0,0,0,0,0,0,18128,9034,1860,150
random_n06_00,6,6,spectrum,natural,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_00,6,6,spectrum,natural,reference-proposed,1152,random,0,0,0,605952,0,25237,0,28296,18936,0,0,0,0,0,0,0,0,0,0,60412,29879,6425,560
random_n06_00,6,6,spectrum,high,reference,768,random,884736,9437184,0,0,0,3096576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_00,6,6,spectrum,high,reference-proposed,768,random,0,0,0,1305216,0,16669,0,57516,40788,0,0,0,0,0,0,0,0,0,0,40390,20027,4138,413
random_n06_01,6,6,min,static,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_01,6,6,min,static,reference-proposed,1152,random,1327104,0,368640,0,0,0,42624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_01,6,6,max,natural,reference,4992,random,5750784,0,0,0,0,1916928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_01,6,6,max,natural,reference-proposed,4992,random,0,0,0,216619,0,10695,0,109317,71097,0,0,0,0,0,0,0,0,0,0,24915,12268,2717,241
random_n06_01,6,6,max,high,reference,3456,random,3981312,0,0,0,0,1327104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_01,6,6,max,high,reference-proposed,3456,random,0,0,0,540798,0,6836,0,258822,183546,0,0,0,0,0,0,0,0,0,0,16768,8305,1721,162
random_n06_01,6,6,spectrum,natural,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_01,6,6,spectrum,natural,reference-proposed,1152,random,0,0,0,525024,0,25758,0,25227,16407,0,0,0,0,0,0,0,0,0,0,60065,29766,6515,583
random_n06_01,6,6,spectrum,high,reference,768,random,884736,9437184,0,0,0,3096576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_01,6,6,spectrum,high,reference-proposed,768,random,0,0,0,1305216,0,16271,0,57516,40788,0,0,0,0,0,0,0,0,0,0,40421,20097,4090,389
random_n06_02,6,6,min,static,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_02,6,6,min,static,reference-proposed,1152,random,1327104,0,294912,0,0,0,43776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_02,6,6,max,natural,reference,4992,random,5750784,0,0,0,0,1916928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_02,6,6,max,natural,reference-proposed,4992,random,0,0,0,235395,0,10041,0,114855,76635,0,0,0,0,0,0,0,0,0,0,25245,12590,2517,221
random_n06_02,6,6,max,high,reference,3456,random,3981312,0,0,0,0,1327104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_02,6,6,max,high,reference-proposed,3456,random,0,0,0,570548,0,7205,0,258822,183546,0,0,0,0,0,0,0,0,0,0,17652,8771,1798,171
random_n06_02,6,6,spectrum,natural,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_02,6,6,spectrum,natural,reference-proposed,1152,random,0,0,0,565920,0,25146,0,26505,17685,0,0,0,0,0,0,0,0,0,0,60886,30056,6234,573
random_n06_02,6,6,spectrum,high,reference,768,random,884736,9437184,0,0,0,3096576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_02,6,6,spectrum,high,reference-proposed,768,random,0,0,0,1305216,0,16676,0,57516,40788,0,0,0,0,0,0,0,0,0,0,40405,19991,4197,388
random_n06_03,6,6,min,static,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_03,6,6,min,static,reference-proposed,1152,random,1327104,0,589824,0,0,0,35712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_03,6,6,max,natural,reference,4992,random,5750784,0,0,0,0,1916928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_03,6,6,max,natural,reference-proposed,4992,random,0,0,0,247074,0,9533,0,117780,80730,0,0,0,0,0,0,0,0,0,0,25280,12516,2372,243
random_n06_03,6,6,max,high,reference,3456,random,3981312,0,0,0,0,1327104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_03,6,6,max,high,reference-proposed,3456,random,0,0,0,565924,0,7161,0,258822,183546,0,0,0,0,0,0,0,0,0,0,17456,8654,1828,174
random_n06_03,6,6,spectrum,natural,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_03,6,6,spectrum,natural,reference-proposed,1152,random,0,0,0,596160,0,23239,0,27180,18630,0,0,0,0,0,0,0,0,0,0,61606,30488,5805,570
random_n06_03,6,6,spectrum,high,reference,768,random,884736,9437184,0,0,0,3096576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n06_03,6,6,spectrum,high,reference-proposed,768,random,0,0,0,1305216,0,16939,0,57516,40788,0,0,0,0,0,0,0,0,0,0,40302,19972,4205,399
random_n06_04,6,6,min,static,reference,1152,random,1327104,14155776,0,0,0,4644864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
